id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
284,Plaza de Las Sirenas (with Pepe De Pura),Vicente Amigo;Pepe De Pura,classical,happy,0.6,174,0.66,0.68,0.77
285,Abuelo,Little Symphony,classical,melancholic,0.17,110,0.04,0.17,0.94
286,Heartbreak Anniversary,Andrew Foy;Renee Foy,classical,sad,0.12,130,0.34,0.67,0.88
287,Tiny Dancer,Elton John,classical,sad,0.43,145,0.28,0.41,0.38
288,Epiphany (Full Length),Smyang Piano,classical,melancholic,0.18,134,0.21,0.59,0.99
289,Sri Venkateshwara Suprabhatham,M. S. Subbulakshmi,classical,relaxed,0.41,85,0.8,0.6,0.95
290,Funículi Funícula,Filippa Giordano,classical,moody,0.65,132,0.18,0.49,0.86
291,Apelblom,Alfred Janders,classical,sad,0.03,66,0.32,0.41,0.99
292,Sta Psila Ta Parathiria (Ta Matoklada Sou Klinis) - Live,George Dalaras;Kostas Makedonas,classical,confident,0.89,127,0.53,0.45,0.49
293,O Holy Night,Josh Groban,classical,melancholic,0.34,84,0.08,0.16,0.84
294,Somewhere in Between,Jacob LaVallee,classical,sad,0.12,139,0.31,0.42,0.99
295,Nowesind,Jacob David,classical,sad,0.09,114,0.32,0.3,0.9
296,Arán,Xaverius Love,classical,sad,0.14,91,0.33,0.24,0.98
297,Low Hanging Fruit,Robert Lowe,classical,chill,0.09,140,0.5,0.71,0.96
298,Vishnu Sahasranamam - Dhyanam,M. S. Subbulakshmi,classical,chill,0.26,101,0.55,0.68,0.9
299,Ten Words,Joe Satriani,classical,moody,0.62,179,0.19,0.31,0.01
300,As If We Never Said Goodbye,Collabro,classical,melancholic,0.28,81,0.18,0.22,0.72
301,Come un fiume tu,Andrea Bocelli,classical,sad,0.46,91,0.11,0.2,0.9
302,Fragment,Ever So Blue,classical,melancholic,0.06,135,0.15,0.4,0.99
303,Contigo Aprendí,Dúo Ayacucho,classical,happy,0.64,88,0.78,0.71,0.78
304,Il Canto,Il Volo;Plácido Domingo,classical,sad,0.46,128,0.14,0.25,0.9
305,"Lieutenant Kijé, Symphonic Suite, Op. 60: IV. Troïka",Sergei Prokofiev;Chicago Symphony Orchestra;Claudio Abbado,classical,sad,0.14,77,0.33,0.38,0.96
306,"Christmas Oratorio, BWV 248: X. Sinfonia (Arr. Anna Saradjian)",Johann Sebastian Bach;Lang Lang,classical,melancholic,0.06,82,0.17,0.5,0.99
307,"14 “Interval” Canons K. 508a/3-8 & K. Deest: Canons Nos. 11-14, K.508a/7-8 & K. Deest",Wolfgang Amadeus Mozart;Karl-Heinz Steffens;Werner Mittelbach;Reinhold Helbich,classical,sad,0.04,86,0.28,0.33,0.99
308,Joy To The World,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,classical,sad,0.52,99,0.1,0.52,0.57
309,"Stay Close, Don't Go",Secondhand Serenade,classical,sad,0.49,175,0.34,0.53,0.69
310,I Think I'm Going To Kill Myself,Elton John,classical,relaxed,0.54,137,0.72,0.63,0.53
311,Sreeman Narayana,Bombay Sisters,classical,chill,0.59,156,0.58,0.51,0.8
312,Valjean's Soliloquy - Live,Alfie Boe,classical,melancholic,0.33,77,0.15,0.39,0.81
313,My Heart Will Go On - Acoustic,Agustín Amigó,classical,sad,0.16,178,0.28,0.41,0.96
314,The Isle Of Innisfree,Celtic Thunder;Emmet Cahill,classical,sad,0.25,132,0.28,0.3,0.88
315,"Serenade in G, K.525: 1. Allegro",Wolfgang Amadeus Mozart;I Musici;Pina Carmirelli,classical,chill,0.25,139,0.62,0.45,0.87
316,"La favorite, Act I: “Una Vergine, Un Angiol Di Dio” (Fernand)",Alfredo Kraus;Symphony Orchestra of Madrid;Kurt Sanderling,classical,melancholic,0.17,88,0.12,0.32,0.99
317,Una Voce Poco Fa,Maria Callas,classical,melancholic,0.11,78,0.22,0.35,0.96
318,Koushalyecha Ram Bai,Manik Varma,classical,chill,0.5,128,0.51,0.44,0.97
319,Filma Solo,Gabríel Ólafs,classical,melancholic,0.04,165,0.1,0.21,0.99
320,Christmas Without You,OneRepublic,classical,moody,0.68,207,0.36,0.26,0.45
321,Élan,Nightwish,classical,sad,0.59,127,0.32,0.58,0.01
322,Orchestral Suite No. 3- II. Air on a G String,Henrik Janson,classical,melancholic,0.05,117,0.2,0.74,0.96
323,Skymning,Vanja Lind,classical,chill,0.0,101,0.44,0.26,0.99
324,The Phantom Of The Opera,Nightwish,classical,intense,0.85,131,0.32,0.43,0.0
325,Mad World,Liad Abraham,classical,melancholic,0.25,97,0.17,0.35,0.96
326,"Symphony No. 40 In G Minor, K.550: 1. Molto allegro",Wolfgang Amadeus Mozart;New Philharmonia Orchestra;Carlo Maria Giulini,classical,sad,0.13,103,0.29,0.31,0.93
327,Paralyzed,Eddie van der Meer;Jabron,classical,chill,0.42,160,0.58,0.62,0.08
328,Kotnambula Dhanchare,Vedavathi Prabhakar;CHAYA DEVI,classical,relaxed,0.48,164,0.7,0.42,0.63
329,"Piano Sonata No. 7 in C Major, K. 309: III. Rondeau (Allegretto grazioso)",Wolfgang Amadeus Mozart;Ingrid Haebler,classical,chill,0.17,141,0.52,0.43,0.99
330,Look To The Sky,Antônio Carlos Jobim,classical,dreamy,0.21,132,0.74,0.5,0.9
331,Are You Ready For Love? - Remastered,Elton John,classical,happy,0.75,116,0.75,0.8,0.25
332,Nostalgias De Buenos Aires,Las Lagrimas,classical,sad,0.14,79,0.25,0.54,0.98
333,Suvvi Suvvaana Ranga,Vedavathi Prabhakar;CHAYA DEVI,classical,happy,0.64,136,0.93,0.69,0.71
334,El Abeto,Andrea Bocelli,classical,melancholic,0.26,83,0.21,0.23,0.9
335,Somewhere Only We Know,Keane,classical,moody,0.66,172,0.37,0.45,0.08
336,From Sounio to Sevilla,Simon Kouskounis,classical,focused,0.67,100,0.64,0.67,0.73
337,Nuestro Gran Amor,Cuco Sánchez,classical,melancholic,0.08,96,0.25,0.44,0.93
338,Watashi No Uso (Your Lie in April Original Soundtrack),Theishter,classical,melancholic,0.02,73,0.1,0.35,0.99
339,"Piano Sonata No. 14 in C Minor, K. 457: II. Adagio",Wolfgang Amadeus Mozart;Ingrid Haebler,classical,sad,0.02,67,0.28,0.35,0.99
340,Грешная страсть,Dimash Qudaibergen,classical,sad,0.46,129,0.22,0.28,0.54
341,"Am Tage aller Seelen, D. 343, ‘Litanei auf das Fest aller Seelen’",Franz Schubert;Harriet Krijgh;Magda Amara,classical,melancholic,0.04,90,0.04,0.17,0.99
342,Turandot / Act 3: Nessun dorma!,Giacomo Puccini;Luciano Pavarotti;Tom Krause;Pier Francesco Poli;Piero de Palma;John Alldis Choir;London Philharmonic Orchestra;Zubin Mehta,classical,sad,0.36,89,0.15,0.24,0.97
343,"10 Variations in G, K.455 on ""Unser dummer Pöbel meint"" by C.W. Gluck: 7. Variation VI",Wolfgang Amadeus Mozart;Danielle Laval,classical,sad,0.15,116,0.29,0.34,0.99
344,Forget December,Something Corporate,classical,focused,0.68,127,0.49,0.62,0.01
345,"Six German Dances, K.571: No. 4 in G",Wolfgang Amadeus Mozart;Concerto Köln;Werner Ehrhardt,classical,chill,0.18,96,0.52,0.57,0.96
346,"Rigoletto / Act 3: ""La donna è mobile""",Giuseppe Verdi;Mario del Monaco;Orchestra dell'Accademia Nazionale di Santa Cecilia;Alberto Erede,classical,sad,0.27,93,0.33,0.39,0.99
347,"Trio No. 2 in D Minor, K. 442: II. Andantino. Tempo di minuetto",Wolfgang Amadeus Mozart;Jacques-Francis Manzone;Paul Julien;Désiré N'Kaoua,classical,chill,0.08,104,0.38,0.39,0.99
348,"Carmen, Act III, No.19 bis Récit: Que regarde-tu donc? (Carmen/Don José)",Georges Bizet;Angela Gheorghiu;Michel Plasson;Wolff;Orchestre National Du Capitole De Toulouse,classical,melancholic,0.08,101,0.07,0.38,0.98
349,I Know Him So Well (with Sheridan Smith),Amanda Holden;Sheridan Smith,classical,sad,0.4,138,0.11,0.44,0.78
350,Bésame Mucho,Andrea Bocelli,classical,chill,0.5,95,0.38,0.52,0.89
351,I Can't Stop Loving You,Ray Charles,classical,chill,0.28,79,0.38,0.31,0.81
352,"Piano Sonata No. 16 in C Major, K. 545 ""Facile"": II. Andante",Wolfgang Amadeus Mozart;Giuseppe Greco,classical,sad,0.02,127,0.35,0.35,0.99
353,Love Me,Yiruma,classical,sad,0.25,77,0.26,0.41,0.99
354,Lakshmi Ashtakam,Bombay Sisters,classical,sad,0.28,102,0.34,0.56,0.82
355,Riviera Moon,Jessica Grange,classical,melancholic,0.03,117,0.22,0.9,0.98
356,Run For A Fall - Live At Paradiso,Epica,classical,sad,0.58,112,0.25,0.27,0.25
357,Quisiera Quererte,William Luna,classical,focused,0.7,75,0.57,0.57,0.37
358,In A Sentimental Mood,Duke Ellington;John Coltrane,classical,sad,0.28,99,0.26,0.45,0.91
359,June Apple,Foghorn Stringband,country,happy,0.67,139,0.89,0.39,0.26
360,Everyone She Knows,Kenny Chesney,country,happy,0.68,109,0.66,0.66,0.01
361,Never Comin' Home - Live Acoustic,Bailey Zimmerman,country,chill,0.51,135,0.44,0.58,0.43
362,Something I Said,Charlie Parr,country,relaxed,0.38,100,0.87,0.61,0.87
363,Northern Island,Steve Martin;Steep Canyon Rangers,country,happy,0.77,150,0.97,0.44,0.37
364,Wasted On You,Morgan Wallen,country,moody,0.66,196,0.25,0.51,0.37
365,The Weatherman,George Jones,country,relaxed,0.47,92,0.92,0.63,0.57
366,All on Me,Devin Dawson,country,focused,0.67,80,0.62,0.63,0.14
367,Crazy Arms,Ray Price,country,chill,0.34,116,0.69,0.44,0.78
368,Don't Get Around Much Anymore,George Jones;Merle Haggard,country,chill,0.34,100,0.49,0.67,0.8
369,Someday My Day Will Come,George Jones,country,chill,0.28,76,0.37,0.57,0.85
370,Get It While You Can,Keller & The Keels,country,chill,0.43,103,0.45,0.59,0.59
371,Pretty Bird (feat. Linda Ronstadt),Laurie Lewis;The Right Hands;Linda Ronstadt,country,sad,0.02,132,0.27,0.45,0.94
372,I Feel Like Traveling On,Webb Pierce;Anita Kerr Singers,country,chill,0.18,82,0.67,0.59,0.75
373,A Mansion On the Hill,Stonewall Jackson,country,chill,0.35,115,0.53,0.58,0.65
374,Rock and a Hard Place,Bailey Zimmerman,country,chill,0.57,121,0.39,0.58,0.58
375,Long Haul,Ian Munsick,country,moody,0.63,141,0.3,0.51,0.42
376,You Don’t Have To Move That Mountain - Live From The Freight And Salvage/2000,Nickel Creek,country,relaxed,0.44,130,0.72,0.62,0.67
377,"10,000 Hours",Dan + Shay;Justin Bieber,country,focused,0.63,89,0.43,0.65,0.15
378,Lines on the Floor,Watchhouse,country,sad,0.38,65,0.28,0.38,0.9
379,Dixie Cannonball,Hank Williams,country,dreamy,0.34,172,0.74,0.5,0.92
380,Buy Me a Boat,Chris Janson,country,happy,0.74,154,0.69,0.57,0.31
381,Your Cheatin' Heart,George Jones,country,chill,0.33,118,0.58,0.59,0.55
382,Accidentally on Purpose - More Songs of Depression and Despair,George Jones,country,chill,0.24,88,0.39,0.59,0.85
383,Running Wild,The Del McCoury Band,country,happy,0.74,140,0.76,0.54,0.28
384,Just Waitin',Hank Williams,country,chill,0.28,126,0.66,0.63,0.85
385,Oklahoma Smokeshow,Zach Bryan,country,sad,0.57,122,0.23,0.54,0.1
386,I've Been Down That Road Before,Hank Williams,country,chill,0.41,93,0.5,0.51,0.66
387,Last Date,Floyd Cramer,country,chill,0.31,109,0.61,0.74,0.73
388,Why Don't You Love Me,Hank Williams;Drifting Cowboys,country,relaxed,0.36,140,0.95,0.78,0.57
389,Things Have Gone to Pieces,George Jones,country,chill,0.26,90,0.4,0.43,0.85
390,Dupree's Diamond Blues,Keller & The Keels,country,relaxed,0.52,135,0.71,0.46,0.34
391,Jeffrey's Hell,The Boxcars,country,relaxed,0.56,111,0.83,0.7,0.55
392,Angel Of The Morning,Juice Newton,country,sad,0.31,75,0.34,0.45,0.43
393,Hit Parade Of Love,Ronnie Bowman,country,happy,0.69,140,0.96,0.6,0.39
394,Martha Divine,Ashley McBryde,country,confident,0.94,136,0.59,0.58,0.01
395,Mystery Train,The Grascals,country,focused,0.74,120,0.6,0.66,0.72
396,Reverend,Greensky Bluegrass,country,focused,0.61,113,0.62,0.45,0.26
397,I ett fotoalbum,Lasse Stefanz,country,chill,0.56,81,0.65,0.59,0.48
398,Lost Indian,Foghorn Stringband,country,happy,0.64,133,0.79,0.56,0.46
399,"Dark As The Night, Blue As The Day",Michael Cleveland,country,chill,0.36,108,0.63,0.63,0.68
400,I'll Share My World With You,George Jones,country,chill,0.22,93,0.5,0.54,0.88
401,"Hey, Good Lookin'",Hank Williams;Drifting Cowboys,country,dreamy,0.34,141,0.84,0.79,0.8
402,Beers Got Drank,Jon Langston,country,confident,0.88,156,0.57,0.55,0.02
403,Holy Water,Brett Eldredge,country,sad,0.36,95,0.21,0.52,0.32
404,Loving You Could Never Be Better,George Jones,country,chill,0.33,93,0.56,0.66,0.74
405,A Hard Act to Follow,George Jones,country,happy,0.6,184,0.93,0.57,0.67
406,I'll Never Get Out Of This World Alive,Hank Williams;Drifting Cowboys,country,dreamy,0.23,116,0.82,0.84,0.86
407,Pocahontas,Trampled by Turtles,country,chill,0.58,122,0.52,0.57,0.39
408,Windy And Warm,Doc Watson,country,dreamy,0.16,173,0.92,0.42,0.74
409,I'm A Long Gone Daddy,Hank Williams,country,dreamy,0.3,151,0.82,0.58,0.96
410,Bad Moon Rising,Creedence Clearwater Revival,country,happy,0.77,178,0.94,0.51,0.06
411,East Virginia Blues,Balsam Range,country,euphoric,0.83,140,0.88,0.56,0.46
412,Until I Sing,Greensky Bluegrass,country,chill,0.47,173,0.69,0.49,0.59
413,Whiskey Before Breakfast,Bryan Sutton,country,happy,0.67,122,0.96,0.48,0.15
414,That Heart Belongs To Me,George Jones,country,chill,0.34,115,0.41,0.55,0.6
415,Baby Blue - Remastered 2010,Badfinger,country,confident,0.88,124,0.52,0.62,0.02
416,I'd Still Want You - With Yodel,Hank Williams,country,chill,0.28,127,0.67,0.53,0.83
417,Bluegrass Stomp,Doc Watson;David Grisman,country,chill,0.21,140,0.65,0.59,0.82
418,Tennessee Christmas,Ashley Monroe,country,chill,0.43,96,0.42,0.65,0.51
419,Sweet Home Alabama,Lynyrd Skynyrd,country,happy,0.72,97,0.9,0.61,0.22
420,Drinkin’ Alone,The Steeldrivers,country,focused,0.68,188,0.5,0.48,0.3
421,This Is My Blood,The Dirt Drifters,country,sad,0.24,124,0.26,0.62,0.53
422,You Oughta Be Here With Me,George Jones,country,sad,0.2,72,0.26,0.29,0.61
423,Jerusalem Ridge,Tony Rice Unit,country,happy,0.68,128,0.95,0.5,0.8
424,We Live In Two Different Worlds,George Jones;The Smoky Mountain Boys,country,chill,0.46,126,0.69,0.51,0.26
425,Danger Zone,Pickin' On Series;Brad Davis,country,chill,0.49,157,0.49,0.68,0.51
426,Pamlico,Town Mountain,country,chill,0.52,152,0.58,0.51,0.77
427,Saginaw Michigan,George Jones,country,relaxed,0.45,156,0.91,0.52,0.7
428,In Case You Didn't Know,Brett Young,country,chill,0.54,147,0.43,0.61,0.39
429,Hallelujah,Carrie Underwood;John Legend,country,chill,0.43,78,0.38,0.34,0.85
430,Lovesick Blues,Floyd Cramer,country,happy,0.65,87,0.97,0.67,0.68
431,Another Night,The Infamous Stringdusters,country,confident,0.83,118,0.53,0.48,0.12
432,Into the Fire,Yonder Mountain String Band,country,relaxed,0.53,144,0.73,0.61,0.51
433,O Come All Ye Faithful,Carrie Underwood,country,sad,0.31,91,0.35,0.25,0.8
434,If You'll Be A Baby To Me,Hank Williams,country,chill,0.24,147,0.4,0.44,0.84
435,Never Loved You At All,Parker McCollum,country,happy,0.89,107,0.85,0.55,0.09
436,Mayhayley's House,Lonesome River Band,country,focused,0.68,89,0.56,0.6,0.3
437,Sixteen Tons,Della Mae;Avril Smith;Alison Brown,country,chill,0.41,113,0.59,0.72,0.81
438,Saddle Up,Franky ‘Fastfingers’ Flint,country,dreamy,0.22,123,0.83,0.8,0.88
439,The Earth Rolls On,Shaver;Billy Joe Shaver,country,moody,0.63,127,0.35,0.39,0.0
440,Softly And Tenderly,George Jones,country,melancholic,0.34,75,0.23,0.47,0.69
441,When The Book Of Life Is Read,Hank Williams,country,chill,0.29,68,0.47,0.54,0.93
442,Body Like A Back Road,Sam Hunt,country,chill,0.46,98,0.66,0.73,0.45
443,Ei tid e forbi,Tomgang,country,confident,0.81,99,0.67,0.65,0.01
444,Least Of All,George Jones,country,chill,0.26,90,0.51,0.45,0.8
445,You're Gonna Change (Or I'm Gonna Leave) - Single Version,Hank Williams;Drifting Cowboys,country,chill,0.38,129,0.66,0.67,0.85
446,There's A Tear In My Beer,Hank Williams,country,chill,0.15,140,0.48,0.58,0.99
447,One That Got Away,Michael Ray,country,confident,0.82,160,0.61,0.57,0.0
448,In The Garden,George Jones,country,sad,0.39,107,0.19,0.38,0.67
449,Pangaea,I'm With Her;Sara Watkins;Sarah Jarosz;Aoife O'Donovan,country,melancholic,0.1,140,0.18,0.4,0.96
450,Kentucky,The Louvin Brothers,country,chill,0.38,177,0.61,0.49,0.52
451,With A Memory Like Mine,Tim O'Brien;Darrell Scott,country,relaxed,0.55,138,0.75,0.48,0.66
452,November,Wood Belly,country,happy,0.61,109,0.67,0.64,0.52
453,Long Black Veil,Lefty Frizzell,country,chill,0.16,63,0.4,0.56,0.83
454,Monarch Morning,Andy Thorn,country,chill,0.19,180,0.58,0.33,0.99
455,Lonely World,Ray Price,country,sad,0.22,81,0.34,0.39,0.83
456,Georgie,Doc Watson,country,dreamy,0.26,89,0.77,0.51,0.89
457,Ma (He's Making Eyes at Me) - 2003 Remaster,Mrs Mills,country,happy,0.74,175,0.97,0.4,0.5
458,Brand New Sidewalk,Nickel Creek,country,melancholic,0.12,128,0.18,0.49,0.85
459,Love Line (with Tinashe) - A-Star Remix,Shift K3Y;Tinashe;A-Star,edm,happy,0.75,120,0.74,0.86,0.01
460,Nihon De Homuresu,Bogdan Raczynski,edm,moody,0.65,93,0.35,0.65,0.03
461,Percolator (Jamie Jones Vault Mix) - mixed,Cajmere,edm,focused,0.72,128,0.48,0.85,0.0
462,My Paradise,Jamie Jones,edm,happy,0.74,128,0.89,0.75,0.0
463,"A State Of Trance (ASOT 1090) - Interview with GXD, Pt. 1",Armin van Buuren,edm,happy,0.68,132,0.77,0.55,0.05
464,Strangers,Seven Lions;Myon;Shane 54;Tove Lo,edm,focused,0.71,129,0.46,0.58,0.01
465,Erase You,KAAZE;MILLENNIAL,edm,focused,0.74,128,0.44,0.56,0.09
466,Brinca - The Definitive Vocal Mix,Ralphi Rosario,edm,confident,0.86,123,0.52,0.81,0.01
467,Sideways,ILLENIUM;Valerie Broussard;NURKO,edm,moody,0.79,141,0.31,0.47,0.07
468,Eastside (with Halsey & Khalid),benny blanco;Halsey;Khalid,edm,moody,0.68,89,0.32,0.56,0.56
469,Going Down South,The Black Keys,edm,focused,0.76,113,0.62,0.47,0.0
470,Joy,Enosoul;Da Vynalist,edm,focused,0.8,115,0.52,0.79,0.0
471,Share The Fall - Full Vocal Mix,Roni Size;Reprazent,edm,confident,0.96,169,0.38,0.55,0.02
472,Lean On,Major Lazer;MØ;DJ Snake,edm,intense,0.81,98,0.27,0.72,0.0
473,Groovy Moves - Plaza De Funk Remix,Break The Box;Ira,edm,confident,0.84,134,0.47,0.68,0.0
474,Left With The Wrong (Warface Remix),Psyko Punkz,edm,intense,0.99,155,0.25,0.5,0.01
475,Before I Wake (Mixed),Beatsole,edm,angry,0.99,133,0.04,0.44,0.0
476,Trifecta (We Came To Party),DJ Sliink;TWRK;Green Lantern,edm,moody,0.66,140,0.33,0.63,0.0
477,Control,Matrix & Futurebound;Matrix;Futurebound;Max Marshall,edm,confident,0.9,86,0.37,0.51,0.22
478,Finally Healing,Abandoned;Shiah Maisel,edm,focused,0.74,171,0.39,0.42,0.24
479,Worlds On Fire,Afrojack;R3HAB;Au/Ra,edm,moody,0.76,124,0.27,0.62,0.08
480,You Probably Couldn't See For The Lights But You Were Staring Straight At Me,Arctic Monkeys,edm,euphoric,0.97,105,0.93,0.58,0.0
481,Guitarmass,Infected Mushroom,edm,moody,0.61,144,0.11,0.5,0.0
482,Real Life (Mixed),Burna Boy;Stormzy,edm,chill,0.59,75,0.63,0.44,0.18
483,Mystery Machine,Ed Rush;Optical,edm,moody,0.63,170,0.06,0.81,0.18
484,Strobe - Radio Edit,deadmau5,edm,moody,0.71,128,0.07,0.65,0.0
485,Melody,Cadmium;Jon Becker,edm,chill,0.47,84,0.53,0.36,0.24
486,Sinner Winner - Let's Be Friends Remix,Felix Da Housecat,edm,intense,0.99,119,0.3,0.64,0.0
487,"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)",DJ Snake;Sheck Wes;Offset;21 Savage;Gucci Mane,edm,moody,0.73,119,0.18,0.79,0.07
488,Make It To Christmas,Alessia Cara,edm,sad,0.52,77,0.3,0.54,0.13
489,F.I.F.O. (Outbreak Remix) - Edit,Brennan Heart,edm,intense,0.86,149,0.26,0.35,0.02
490,Antidote - Radio Edit,Swedish House Mafia;Knife Party,edm,confident,0.86,128,0.62,0.65,0.01
491,Gravy Girls - Calibre Remix,Total Science;Calibre,edm,confident,0.9,173,0.38,0.64,0.0
492,Light Up The Sky (feat. Scott Stapp),Wooli;Trivecta;Scott Stapp,edm,moody,0.66,150,0.15,0.17,0.1
493,Dimple,Sickflip;Mismatched,edm,sad,0.48,155,0.19,0.57,0.83
494,Tiro,Arca,edm,happy,0.86,98,0.79,0.75,0.13
495,My Spirit - Original Mix,Droplex,edm,angry,0.81,130,0.13,0.88,0.07
496,United,Armin van Buuren;Vini Vici;Alok;Zafrir,edm,intense,0.96,138,0.28,0.64,0.06
497,Without You,Glee Cast,edm,moody,0.75,127,0.1,0.47,0.15
498,Bad,Don Diablo;Zak Abel,edm,happy,0.77,123,0.67,0.79,0.45
499,Zero Hour,Dualist Inquiry;Kavya Trehan,edm,moody,0.72,103,0.27,0.58,0.23
500,You Inspire Me,Giorgia Angiuli,edm,angry,0.88,128,0.07,0.56,0.02
501,Liberation - Re-Edit,Harold van Lennep,edm,moody,0.76,103,0.31,0.66,0.31
502,Can You Feel It,Larry Heard,edm,chill,0.55,119,0.47,0.66,0.23
503,Heart In a Cage,The Strokes,edm,angry,0.86,140,0.12,0.42,0.0
504,Replay (with Dylan Matthew),SLANDER;Dylan Matthew,edm,moody,0.63,170,0.1,0.21,0.0
505,Let's Fall in Love for the Night,FINNEAS,edm,chill,0.41,127,0.37,0.74,0.8
506,Pegasus,Boris Brejcha,edm,sad,0.53,125,0.16,0.8,0.0
507,Raggamuffin - Original Mix,Ed Solo;Deekline,edm,confident,0.9,87,0.63,0.74,0.0
508,Walk On Water - Love Is Gone pt. 2,SLANDER;RØRY;Dylan Matthew,edm,sad,0.57,132,0.15,0.47,0.17
509,Beyond The Lights,Aly & Fila,edm,angry,0.97,139,0.09,0.45,0.03
510,The Type I Like,Omar S;Simon Black,edm,chill,0.17,120,0.39,0.85,0.0
511,Death of Me,Whales;Shiah Maisel,edm,moody,0.78,139,0.32,0.52,0.01
512,Skinny Girl Challenge (Make It Bounce) [feat. Nyema],DJ Smallz 732;Nyema,edm,happy,0.72,75,0.72,0.89,0.11
513,Lymn - Extended Mix,Oliver Schories,edm,moody,0.67,124,0.28,0.81,0.0
514,Dollhouse,Melanie Martinez,edm,focused,0.71,130,0.56,0.72,0.22
515,Two Thousand and Seventeen,Four Tet,edm,chill,0.47,75,0.5,0.55,0.33
516,High Enough - RAC Remix,K.Flay;RAC,edm,moody,0.68,132,0.29,0.32,0.24
517,In Your Eyes (feat. Alida) - LUM!X Remix,Robin Schulz;Alida;LUM!X,edm,happy,0.78,128,0.69,0.69,0.12
518,Let Me Love You - Sean Paul Remix,DJ Snake;Sean Paul;Justin Bieber,edm,moody,0.7,100,0.13,0.65,0.02
519,Hate Me,Ellie Goulding;Juice WRLD,edm,happy,0.79,75,0.76,0.64,0.09
520,Side By Side (with MKLA),Syn Cole;MKLA,edm,focused,0.79,123,0.39,0.75,0.02
521,Praise (feat. Gunna),Tchami;Gunna,edm,happy,0.68,124,0.8,0.74,0.04
522,Syndrom,Mark Dekoda;Droplex;Kati Winter,edm,moody,0.6,129,0.1,0.77,0.01
523,Goodbye (feat. Xillions),le Shuuk;Xillions,edm,confident,0.8,142,0.51,0.69,0.04
524,Body Bag,Riot Ten;Sullivan King,edm,confident,0.96,180,0.49,0.47,0.0
525,Korrigan - Satoshi Imano Remix,Satoshi Imano,edm,intense,0.85,122,0.23,0.57,0.0
526,Solo,Clean Bandit;Demi Lovato,edm,focused,0.62,104,0.56,0.74,0.04
527,Walking Thru the Sky,Theo Parrish,edm,sad,0.48,120,0.1,0.78,0.05
528,Finish Him,Namasenda;Joey LaBeija,edm,confident,0.82,149,0.52,0.55,0.01
529,Suddenly,Drugdealer;Weyes Blood,edm,chill,0.47,107,0.58,0.65,0.5
530,Level,Ace Aura;Virus Syndicate,edm,angry,0.98,150,0.14,0.74,0.04
531,Nitelife Funworld,Felix Da Housecat,edm,happy,0.74,145,0.9,0.65,0.18
532,Hot In It - Tiësto’s Hotter Mix,Tiësto;Charli XCX,edm,angry,0.99,126,0.17,0.72,0.0
533,Suffocate,Kayzo;Bad Omens,edm,confident,0.96,150,0.66,0.64,0.01
534,Stampede,Seekae,edm,moody,0.65,105,0.08,0.34,0.0
535,NITRO VIP,A.M.C,edm,intense,0.96,173,0.31,0.56,0.0
536,Lean On Me (ASOT 1090) - Zack Evans Remix,Ruben de Ronde;Zack Evans,edm,angry,0.91,127,0.19,0.53,0.0
537,Call Me Maybe,Carly Rae Jepsen,edm,focused,0.6,120,0.64,0.77,0.01
